Job_ID,City,Industry,Job_Role,Skill_Set,Experience_Level,Salary_Range,Company_Name,Talent_Inflow,Talent_Outflow,Infrastructure_Score,Smart_City_Investment,GCC_Presence,MSME_Growth_Rate,Unemployment_Rate,Education_Hubs,Cost_of_Living_Index,Job_Posting_Date
9017,Agra,Healthcare,Engineering,"Python, Java, SQL",Senior-Level,1687932.07,Others,1552,1289,58.72,4321.31,0,7.09,10.57,8,81.83,2024-09-15
9018,Vadodara,Healthcare,AI/ML,"TensorFlow, NLP, Deep Learning, Python",Entry-Level,300000.0,Reliance Retail,1467,1956,52.74,2968.73,0,9.95,10.87,7,71.24,2024-01-10
9019,Nashik,Others,Business Development,"Market Analysis, CRM",Mid-Level,717605.28,Reliance Retail,1505,1541,51.87,3119.83,1,12.16,5.34,10,76.68,2024-06-19
9020,Ranchi,Education,Retail,"English, Customer Service, MS Office",Mid-Level,699448.7,Others,1195,2042,50.68,7327.54,0,5.9,6.06,20,67.18,2023-12-14
9021,Rajkot,Education,AI/ML,"NLP, Deep Learning, Python, TensorFlow",Mid-Level,488935.07,Reliance Retail,1070,1835,65.09,1401.21,0,14.24,11.21,17,94.31,2023-09-25
9022,Raipur,Others,Engineering,"Project Management, SQL, Python",Entry-Level,405854.06,Others,440,1126,72.41,8323.07,0,5.92,7.51,16,80.08,2024-01-08
9023,Visakhapatnam,Tech,Engineering,"Project Management, Python, SQL",Senior-Level,1543325.39,HCLTech,2797,611,93.59,1972.81,1,2.52,3.36,11,84.86,2024-02-12
9024,Nashik,Finance,Operations,"Logistics, Excel, Operations Management",Mid-Level,1366327.74,Reliance Retail,735,1520,72.59,2095.31,1,13.67,8.24,6,85.52,2024-11-30
9025,Vadodara,Tech,Business Development,"Sales, CRM",Entry-Level,375622.68,HCLTech,1503,1037,68.4,2017.78,0,7.52,11.0,5,75.16,2023-06-25
9026,Nashik,Healthcare,Business Development,"Sales, Market Analysis, CRM",Mid-Level,873106.1,Reliance Retail,2112,1200,65.65,4016.55,1,12.88,7.78,6,89.76,2024-02-26
9027,Agra,Education,Data Science,"SQL, Statistics, Python",Mid-Level,997480.75,Others,752,1445,72.17,2295.13,0,4.56,11.97,14,82.78,2025-01-12
9028,Ranchi,Retail,Retail,"Customer Service, MS Office, English",Mid-Level,716729.87,Others,1292,1510,63.09,9293.84,0,9.34,11.93,29,73.74,2023-05-11
9029,Jodhpur,Pharma,Others,"Customer Service, English",Mid-Level,919345.59,Others,409,2049,74.43,2388.17,0,6.21,7.97,17,61.86,2023-04-30
9030,Agra,Education,Data Science,"Python, SQL, Data Visualization, Statistics",Mid-Level,892382.6,Reliance Retail,1135,1594,51.22,1983.89,0,3.42,9.08,19,87.39,2023-12-29
9031,Madurai,Others,Data Science,"Statistics, Python",Senior-Level,1454646.33,Reliance Retail,1598,1926,54.62,1382.39,0,2.44,10.65,19,79.88,2023-07-02
9032,Vadodara,Retail,Business Development,"CRM, Market Analysis, Sales",Senior-Level,1786956.15,Others,1092,1622,59.48,1074.94,0,7.82,9.94,5,96.35,2023-10-16
9033,Vijayawada,Pharma,Data Science,"Statistics, SQL",Mid-Level,652822.91,Others,2842,732,79.3,4132.72,1,6.06,4.9,10,69.99,2023-10-15
9034,Nashik,Manufacturing,Operations,"Operations Management, Logistics, Excel",Entry-Level,300000.0,Reliance Retail,1584,876,61.09,1489.25,1,12.96,9.95,13,89.07,2024-02-07
9035,Vijayawada,Others,AI/ML,"Python, NLP, TensorFlow, Deep Learning",Mid-Level,1332169.94,Reliance Retail,2798,197,87.18,4078.02,1,8.56,2.23,17,71.13,2024-09-22
9036,Vijayawada,Others,Engineering,"Java, Project Management, Python, SQL",Mid-Level,691526.54,Reliance Retail,2977,546,84.88,4928.0,1,8.47,4.59,19,99.88,2023-03-21
9037,Vijayawada,Pharma,AI/ML,"Python, Deep Learning, TensorFlow",Internship,300000.0,Others,3001,846,75.24,3558.49,1,4.66,4.72,10,82.25,2024-12-16
9038,Vadodara,Pharma,Others,"English, Customer Service, MS Office",Entry-Level,319218.53,Others,0,1363,63.22,1996.88,0,8.03,10.89,13,79.89,2024-03-21
9039,Vijayawada,Tech,AI/ML,"NLP, Python",Mid-Level,1660453.94,Others,2335,519,75.29,3076.34,1,5.54,3.72,10,91.46,2023-11-17
9040,Madurai,Others,Engineering,"Python, Project Management, SQL",Entry-Level,300000.0,Reliance Retail,498,1138,60.71,1140.3,0,5.48,11.6,15,94.26,2023-11-23
9041,Agra,Retail,Data Science,"SQL, Statistics, Data Visualization",Entry-Level,354151.19,Others,1540,1650,64.38,3303.03,0,4.1,11.36,16,81.76,2024-04-16
9042,Nashik,Others,Operations,"Logistics, Operations Management",Mid-Level,765030.8,Reliance Retail,1669,1473,68.12,4397.37,1,13.75,6.68,11,89.74,2023-04-12
9043,Nashik,Tech,Business Development,"CRM, Sales, Market Analysis",Entry-Level,425035.04,Others,939,1785,51.52,3066.52,1,12.84,5.09,14,94.62,2024-04-18
9044,Vijayawada,Tech,Engineering,"Python, Project Management",Entry-Level,467081.2,HCLTech,2977,785,87.75,3494.95,1,7.64,4.52,9,85.4,2024-03-09
9045,Nashik,Tech,Operations,"Logistics, Operations Management",Entry-Level,437364.05,Others,76,1712,60.41,1924.73,1,14.84,10.42,18,84.87,2023-12-21
9046,Visakhapatnam,Tech,Engineering,"Java, Project Management",Senior-Level,2057155.69,HCLTech,2659,330,87.09,4194.9,1,4.97,2.19,14,67.16,2024-10-22
9047,Rajkot,Finance,Business Development,"CRM, Sales",Entry-Level,577395.9,Others,685,1566,73.97,1823.09,0,14.19,8.59,14,86.13,2025-01-01
9048,Raipur,Pharma,Sales,"Negotiation, Communication, Sales",Entry-Level,300000.0,Others,444,1712,60.16,7171.74,0,3.69,11.39,5,96.49,2024-12-26
9049,Nashik,Others,Business Development,"CRM, Sales",Senior-Level,1361880.54,Others,1474,1594,66.14,4256.92,1,10.06,11.96,18,65.88,2025-02-04
9050,Nashik,Others,Business Development,"CRM, Market Analysis",Mid-Level,614294.06,Reliance Retail,1479,1868,59.51,3233.91,1,12.82,9.39,19,62.78,2023-11-17
9051,Nashik,Education,Business Development,"CRM, Market Analysis",Mid-Level,969498.92,Others,1666,1338,52.32,1532.98,1,14.94,10.81,6,71.43,2024-05-12
9052,Vijayawada,Pharma,AI/ML,"NLP, Deep Learning",Entry-Level,474886.01,Others,2875,988,87.32,2145.06,1,9.31,2.02,7,79.2,2024-06-12
9053,Agra,Manufacturing,Operations,"Logistics, Excel",Mid-Level,855026.59,Others,1069,1687,70.31,1659.16,0,6.22,8.96,17,66.33,2024-10-12
9054,Visakhapatnam,Tech,AI/ML,"Python, Deep Learning, TensorFlow, NLP",Mid-Level,1170601.41,HCLTech,2520,265,89.89,2952.36,1,2.57,4.38,15,72.21,2024-11-11
9055,Nashik,Education,Operations,"Logistics, Excel, Operations Management",Mid-Level,892083.24,Others,1857,1200,74.99,1235.17,1,12.35,9.3,8,70.31,2023-06-07
9056,Vadodara,Education,AI/ML,"Deep Learning, Python, TensorFlow, NLP",Mid-Level,909529.31,Others,921,1472,72.81,4107.62,0,2.33,5.39,5,60.39,2024-02-07
9057,Agra,Tech,AI/ML,"Deep Learning, NLP, TensorFlow, Python",Mid-Level,1062912.85,Others,0,1898,61.51,4152.78,0,5.32,8.61,16,90.5,2023-12-04
9058,Jodhpur,Education,Others,"Customer Service, English, MS Office",Internship,300000.0,Others,1297,1523,59.52,1870.6,0,9.79,9.62,19,60.77,2024-03-12
9059,Agra,Pharma,Others,"MS Office, English",Entry-Level,311291.58,Reliance Retail,1025,1357,66.53,1955.4,0,8.97,7.42,17,92.22,2023-04-16
9060,Ranchi,Education,Business Development,"CRM, Sales, Market Analysis",Senior-Level,1667478.46,Reliance Retail,1045,1237,55.43,6727.62,0,9.59,6.66,24,91.3,2023-12-26
9061,Visakhapatnam,Tech,Data Science,"Python, SQL, Data Visualization, Statistics",Mid-Level,1104064.08,Reliance Retail,2899,265,90.07,1266.3,1,4.36,2.49,12,69.0,2023-08-16
9062,Jodhpur,Retail,Others,"MS Office, Customer Service",Entry-Level,328535.24,Reliance Retail,1481,996,60.59,3131.37,0,8.05,7.61,6,97.13,2023-06-20
9063,Madurai,Finance,Operations,"Logistics, Excel",Mid-Level,1085049.49,Reliance Retail,929,1559,53.57,3501.24,0,5.68,5.11,29,79.91,2023-11-17
9064,Vijayawada,Others,Engineering,"Java, Python",Entry-Level,352326.01,Reliance Retail,2571,238,78.95,3276.99,1,2.01,2.51,7,67.23,2023-12-30
9065,Ranchi,Others,Retail,"Customer Service, English, MS Office",Entry-Level,300000.0,Others,1589,1795,53.75,9900.23,0,4.87,9.8,35,92.31,2024-08-06
9066,Madurai,Healthcare,AI/ML,"Python, Deep Learning, TensorFlow",Senior-Level,1766250.35,Others,981,2099,71.94,4964.37,0,9.3,8.07,29,85.83,2023-07-31
9067,Nashik,Tech,Operations,"Operations Management, Excel, Logistics",Entry-Level,558997.87,Reliance Retail,866,912,63.62,4457.66,1,11.91,9.33,8,86.9,2024-07-17
9068,Ranchi,Others,Business Development,"Sales, CRM, Market Analysis",Senior-Level,1707146.72,Others,1317,1764,64.65,5731.26,0,8.48,9.69,38,97.35,2024-06-20
9069,Raipur,Others,Others,"Customer Service, English, MS Office",Mid-Level,992346.01,Others,1191,1195,70.49,7509.72,0,7.59,10.19,18,75.15,2023-08-14
9070,Rajkot,Education,AI/ML,"Deep Learning, NLP",Entry-Level,374397.66,Others,0,1347,60.12,2627.23,0,14.78,5.67,6,92.44,2023-07-01
9071,Rajkot,Retail,Data Science,"Statistics, Python",Entry-Level,300000.0,Others,733,1766,51.61,2118.68,0,10.57,6.24,13,94.53,2023-04-25
9072,Raipur,Healthcare,Sales,"Negotiation, Sales, Communication",Mid-Level,887617.27,Reliance Retail,1593,1374,65.1,5482.5,0,9.46,11.45,9,75.87,2023-03-03
9073,Vadodara,Retail,Business Development,"CRM, Sales, Market Analysis",Entry-Level,300000.0,Others,292,1409,62.97,3911.03,0,7.34,8.99,17,75.84,2024-12-25
9074,Ranchi,Education,Business Development,"CRM, Sales, Market Analysis",Mid-Level,582388.75,Reliance Retail,678,574,56.09,7872.59,0,4.25,11.81,33,89.0,2024-10-02
9075,Agra,Healthcare,Engineering,"Project Management, SQL",Senior-Level,1344028.9,Others,2016,1393,73.52,1817.1,0,4.99,9.85,10,72.81,2024-10-08
9076,Visakhapatnam,Pharma,Data Science,"Statistics, SQL",Senior-Level,1548295.73,Reliance Retail,2571,385,80.6,2937.91,1,8.01,2.71,19,82.75,2024-08-23
9077,Vadodara,Tech,Data Science,"SQL, Statistics, Data Visualization",Mid-Level,940317.41,Others,1271,1965,60.8,2002.99,0,2.77,10.47,17,60.03,2023-12-21
9078,Rajkot,Retail,AI/ML,"Python, Deep Learning, NLP",Entry-Level,300000.0,Reliance Retail,960,1406,72.09,4733.31,0,13.7,7.99,13,95.52,2024-11-07
9079,Agra,Education,Data Science,"Data Visualization, Python",Entry-Level,313074.26,Others,585,1410,55.27,3642.14,0,9.06,10.52,19,94.43,2024-06-28
9080,Agra,Tech,Others,"Customer Service, English, MS Office",Mid-Level,1432264.8,Others,1761,1159,67.78,1274.97,0,7.7,7.79,8,80.3,2023-10-28
9081,Rajkot,Tech,Data Science,"Python, Statistics, Data Visualization",Entry-Level,496043.53,Reliance Retail,1203,1211,59.61,1867.73,0,12.8,9.54,17,70.42,2024-01-10
9082,Visakhapatnam,Tech,Engineering,"Project Management, SQL",Entry-Level,334421.69,Reliance Retail,2204,619,84.98,2394.9,1,7.31,4.86,10,66.44,2023-11-24
9083,Madurai,Tech,Data Science,"Statistics, Python",Senior-Level,2473159.03,Others,1197,823,54.55,1686.46,0,2.53,6.49,21,83.15,2024-02-11
9084,Visakhapatnam,Tech,AI/ML,"NLP, TensorFlow",Entry-Level,412843.94,Others,3304,424,87.03,4486.96,1,6.99,3.08,14,75.88,2023-11-06
9085,Agra,Healthcare,Business Development,"Sales, Market Analysis, CRM",Entry-Level,300000.0,Reliance Retail,848,1783,70.0,1092.65,0,5.49,7.56,17,95.6,2023-03-30
9086,Raipur,Education,Engineering,"Java, Python, SQL",Entry-Level,399478.7,Others,1202,1240,65.01,8139.26,0,3.37,5.04,14,72.37,2023-03-27
9087,Agra,Education,Business Development,"CRM, Sales",Senior-Level,908466.77,Reliance Retail,591,1502,63.89,3125.47,0,6.37,11.86,14,77.68,2024-11-25
9088,Agra,Manufacturing,AI/ML,"NLP, TensorFlow, Python",Entry-Level,300000.0,Others,772,1530,71.34,3449.62,0,8.69,7.01,11,89.92,2024-03-19
9089,Visakhapatnam,Tech,Engineering,"Python, SQL, Project Management",Entry-Level,461340.99,HCLTech,2384,346,86.7,2571.01,1,9.13,3.46,5,82.19,2024-10-09
9090,Visakhapatnam,Tech,Engineering,"Python, SQL, Project Management",Senior-Level,2603589.9,HCLTech,3000,212,81.09,4808.67,1,2.41,4.09,11,65.44,2024-04-30
9091,Vijayawada,Pharma,AI/ML,"NLP, Python",Entry-Level,300000.0,Reliance Retail,2192,417,76.67,4116.9,1,7.24,4.08,13,69.31,2023-05-15
9092,Vijayawada,Tech,AI/ML,"Python, Deep Learning, TensorFlow, NLP",Senior-Level,3005916.15,HCLTech,2278,861,89.02,4452.62,1,7.42,3.62,5,75.44,2025-01-27
9093,Visakhapatnam,Tech,Engineering,"Project Management, SQL",Entry-Level,569310.81,HCLTech,2967,250,84.98,4307.61,1,7.62,2.62,6,73.41,2024-09-12
9094,Visakhapatnam,Pharma,AI/ML,"TensorFlow, Deep Learning",Entry-Level,300000.0,Others,2762,392,90.65,1550.72,1,3.7,3.81,13,86.57,2024-09-23
9095,Jodhpur,Pharma,Operations,"Operations Management, Excel, Logistics",Entry-Level,300000.0,Reliance Retail,817,1499,65.95,2679.5,0,7.77,6.14,6,70.33,2025-02-08
9096,Agra,Manufacturing,Data Science,"Statistics, Python, Data Visualization",Mid-Level,980447.06,Reliance Retail,910,1289,64.95,3232.27,0,8.01,9.52,16,95.56,2024-05-17
9097,Rajkot,Tech,Others,"Customer Service, MS Office, English",Senior-Level,2563610.75,Others,1117,1440,66.68,1057.9,0,12.9,11.42,15,70.55,2023-05-07
9098,Vijayawada,Tech,Data Science,"SQL, Data Visualization, Python",Senior-Level,1941426.27,HCLTech,2166,800,77.6,2013.77,1,3.29,2.0,10,71.53,2023-12-01
9099,Visakhapatnam,Tech,Engineering,"Python, Java, Project Management",Entry-Level,451140.36,Reliance Retail,2372,436,85.32,3097.94,1,2.74,3.24,6,74.2,2024-03-20
9100,Jodhpur,Retail,Others,"Customer Service, MS Office, English",Mid-Level,776293.94,Reliance Retail,944,1618,58.51,3838.38,0,5.08,10.27,11,98.13,2024-10-27
9101,Rajkot,Healthcare,Data Science,"SQL, Data Visualization, Python",Senior-Level,1284551.79,Reliance Retail,943,1349,70.8,2377.27,0,12.71,11.97,12,94.13,2024-02-08
9102,Nashik,Education,Business Development,"CRM, Market Analysis, Sales",Entry-Level,300000.0,Reliance Retail,519,1825,58.35,1971.22,1,12.03,7.45,9,79.66,2023-04-06
9103,Nashik,Finance,Business Development,"Sales, Market Analysis",Mid-Level,955118.45,Reliance Retail,617,1365,68.11,2866.6,1,11.5,8.55,19,83.37,2023-06-23
9104,Jodhpur,Finance,Sales,"Communication, Negotiation, Sales",Senior-Level,2618057.97,Reliance Retail,801,1046,67.41,2156.08,0,9.4,10.8,14,96.77,2024-07-15
9105,Nashik,Education,Business Development,"Market Analysis, CRM, Sales",Senior-Level,1329143.87,Others,786,1650,68.0,4946.16,1,12.94,5.47,8,86.22,2023-04-20
9106,Rajkot,Pharma,Business Development,"Market Analysis, Sales, CRM",Mid-Level,576499.51,Others,1655,1670,64.88,2369.82,0,11.27,7.97,11,91.04,2023-06-02
9107,Raipur,Finance,Sales,"Negotiation, Sales, Communication",Mid-Level,1190879.98,Others,815,1722,70.94,8750.11,0,4.0,10.63,7,75.14,2023-10-19
9108,Agra,Others,AI/ML,"Python, NLP, TensorFlow",Entry-Level,349618.15,Reliance Retail,710,1466,67.98,3810.69,0,8.47,7.1,9,76.14,2023-03-17
9109,Vadodara,Tech,Engineering,"SQL, Python",Entry-Level,596464.12,Reliance Retail,1619,1528,58.53,4607.15,0,4.17,11.55,11,75.5,2023-12-08
9110,Jodhpur,Pharma,Others,"English, Customer Service",Senior-Level,1652100.79,Others,1697,1600,55.16,3655.35,0,5.39,7.21,11,72.44,2024-08-20
9111,Jodhpur,Education,AI/ML,"Deep Learning, Python, NLP",Mid-Level,967142.16,Reliance Retail,606,1182,67.21,3709.14,0,7.5,11.12,16,88.82,2024-07-16
9112,Rajkot,Healthcare,Data Science,"Data Visualization, SQL",Internship,300000.0,Reliance Retail,1248,1600,57.76,3343.77,0,10.54,6.62,11,89.67,2023-03-07
9113,Rajkot,Healthcare,Others,"MS Office, English, Customer Service",Senior-Level,1312116.54,Others,901,1486,62.97,3444.34,0,12.26,7.96,17,65.54,2024-03-29
9114,Nashik,Healthcare,Operations,"Logistics, Excel, Operations Management",Entry-Level,300000.0,Others,1242,1976,53.04,3389.15,1,14.61,11.68,15,90.98,2024-09-10
9115,Vadodara,Pharma,Others,"MS Office, Customer Service, English",Entry-Level,391621.7,Reliance Retail,1101,1218,74.6,2466.16,0,3.08,6.87,5,94.06,2023-08-20
9116,Raipur,Finance,Engineering,"Java, Project Management",Mid-Level,1103782.63,Others,1594,1188,51.93,7100.27,0,5.58,5.02,6,82.69,2024-06-16
9117,Agra,Tech,Operations,"Excel, Logistics, Operations Management",Mid-Level,1291521.22,Others,1836,1721,62.35,1262.62,0,5.84,8.26,5,69.32,2024-10-17
9118,Rajkot,Others,Operations,"Excel, Operations Management, Logistics",Entry-Level,367907.7,Reliance Retail,701,1325,73.02,2519.93,0,11.21,8.69,15,91.63,2023-06-08
9119,Vijayawada,Tech,AI/ML,"Deep Learning, TensorFlow, NLP, Python",Entry-Level,464088.54,HCLTech,3032,136,84.06,1549.99,1,3.69,4.22,16,81.44,2024-07-08
9120,Vijayawada,Tech,Engineering,"Python, Project Management, Java",Entry-Level,558108.51,HCLTech,1834,700,79.88,3205.12,1,5.82,2.05,9,79.64,2025-02-24
9121,Jodhpur,Retail,Sales,"Communication, Negotiation",Mid-Level,660029.89,Others,659,1538,69.54,3278.34,0,3.88,9.28,8,68.22,2024-09-21
9122,Jodhpur,Pharma,Others,"English, Customer Service",Entry-Level,449810.7,Reliance Retail,1594,967,65.91,3452.32,0,2.37,6.11,11,89.75,2024-05-21
9123,Ranchi,Education,Retail,"English, Customer Service, MS Office",Mid-Level,833622.48,Reliance Retail,583,1469,56.59,6943.55,0,3.28,8.44,25,96.56,2024-03-28
9124,Nashik,Finance,Business Development,"Market Analysis, CRM, Sales",Entry-Level,477353.1,Others,541,1615,51.17,1836.59,1,10.91,10.6,16,72.03,2024-02-22
9125,Rajkot,Tech,Others,"English, MS Office, Customer Service",Mid-Level,1163788.96,HCLTech,1468,1627,66.13,1567.93,0,12.14,9.24,18,60.21,2023-04-17
9126,Jodhpur,Others,Sales,"Sales, Communication",Mid-Level,597470.42,Others,876,1744,51.72,2015.76,0,9.57,9.1,15,80.12,2023-08-22
9127,Jodhpur,Education,AI/ML,"NLP, TensorFlow, Python, Deep Learning",Entry-Level,314400.26,Others,0,1658,53.41,1595.24,0,9.17,6.88,7,94.89,2024-12-02
9128,Nashik,Retail,Business Development,"CRM, Market Analysis, Sales",Mid-Level,913509.09,Others,653,1100,55.82,4553.43,1,10.91,9.64,10,79.61,2024-03-27
9129,Raipur,Others,Others,"Customer Service, English, MS Office",Mid-Level,1002477.41,Reliance Retail,1609,1905,74.02,7628.29,0,4.4,11.46,6,82.14,2023-11-11
9130,Ranchi,Education,Retail,"MS Office, Customer Service",Mid-Level,1008480.64,Others,474,1796,61.49,9759.58,0,4.5,11.64,22,86.41,2023-07-09
9131,Vijayawada,Others,Engineering,"Java, Python, Project Management, SQL",Mid-Level,1351648.2,Others,2753,475,80.96,4428.31,1,8.56,4.52,11,68.46,2024-09-04
9132,Vadodara,Pharma,Operations,"Logistics, Excel",Mid-Level,747666.43,Others,1055,1716,69.02,1792.58,0,8.35,9.75,15,88.42,2024-03-28
9133,Visakhapatnam,Pharma,Data Science,"SQL, Python, Statistics, Data Visualization",Entry-Level,322006.38,Others,2551,0,89.38,1301.9,1,8.76,4.69,8,81.16,2023-06-12
9134,Ranchi,Education,Retail,"Customer Service, English",Mid-Level,444284.49,Reliance Retail,734,1211,51.94,7186.55,0,9.11,5.59,34,90.31,2023-08-24
9135,Rajkot,Retail,Engineering,"Python, SQL, Project Management, Java",Senior-Level,1824382.56,Reliance Retail,1240,1608,63.1,4252.47,0,12.02,6.0,13,93.91,2023-05-21
9136,Madurai,Manufacturing,Business Development,"Market Analysis, Sales, CRM",Entry-Level,392259.56,Reliance Retail,1517,1669,74.91,2853.76,0,5.13,7.02,20,87.78,2024-12-29
9137,Nashik,Finance,Operations,"Excel, Logistics, Operations Management",Entry-Level,541060.52,Reliance Retail,1356,2047,50.36,2034.21,1,11.55,9.12,12,68.07,2023-04-28
9138,Vadodara,Pharma,Business Development,"Sales, CRM, Market Analysis",Mid-Level,781067.59,Reliance Retail,934,1579,57.93,4504.5,0,3.3,5.75,5,83.46,2024-05-23
9139,Rajkot,Others,Sales,"Communication, Negotiation, Sales",Mid-Level,846906.45,Others,290,1275,60.88,1862.39,0,12.18,5.9,9,62.83,2024-12-25
9140,Ranchi,Retail,Retail,"MS Office, Customer Service, English",Mid-Level,879613.64,Reliance Retail,1846,1218,69.01,6145.52,0,3.48,6.06,28,70.64,2024-04-20
9141,Rajkot,Retail,Operations,"Excel, Operations Management, Logistics",Entry-Level,355007.25,Others,796,1844,63.51,4151.38,0,10.07,10.37,8,62.76,2024-08-25
9142,Ranchi,Retail,Business Development,"Market Analysis, Sales, CRM",Senior-Level,1360335.93,Others,791,1728,60.23,9012.36,0,3.19,7.18,30,72.59,2024-02-25
9143,Rajkot,Pharma,Operations,"Logistics, Excel, Operations Management",Senior-Level,1409787.21,Reliance Retail,494,1299,57.55,2151.52,0,14.86,9.36,17,64.99,2023-05-18
9144,Nashik,Manufacturing,Business Development,"Sales, CRM",Mid-Level,707371.66,Reliance Retail,565,1534,50.92,4437.03,1,13.36,11.9,7,77.42,2024-01-06
9145,Madurai,Finance,Engineering,"SQL, Python",Mid-Level,1548593.64,Others,1607,1445,57.36,4647.41,0,5.85,10.39,23,66.71,2024-02-02
9146,Nashik,Pharma,Business Development,"CRM, Market Analysis, Sales",Mid-Level,804596.08,Others,1253,1171,70.9,4085.96,1,10.72,8.9,13,79.95,2023-12-14
9147,Raipur,Pharma,Operations,"Operations Management, Logistics, Excel",Mid-Level,722165.49,Others,1316,1543,55.27,9676.28,0,4.89,5.44,18,74.45,2023-03-11
9148,Visakhapatnam,Tech,Engineering,"Python, Project Management, Java, SQL",Internship,300000.0,Others,2644,233,88.33,4752.38,1,2.9,2.23,9,64.04,2025-01-08
9149,Jodhpur,Retail,Business Development,"Sales, CRM",Entry-Level,300000.0,Others,1192,574,59.08,3638.29,0,2.98,7.14,6,81.79,2025-02-07
9150,Ranchi,Retail,Business Development,"Market Analysis, Sales, CRM",Entry-Level,300000.0,Others,1195,1636,67.19,8055.7,0,5.23,8.43,32,95.78,2024-02-01
9151,Jodhpur,Pharma,AI/ML,"Python, TensorFlow",Mid-Level,932010.78,Others,607,1365,55.03,1506.64,0,2.23,7.57,11,87.91,2023-03-23
9152,Vadodara,Others,Engineering,"Java, SQL, Python, Project Management",Mid-Level,651650.7,Reliance Retail,811,1930,54.84,1250.75,0,5.15,5.03,17,97.26,2024-05-06
9153,Madurai,Pharma,Operations,"Excel, Operations Management, Logistics",Mid-Level,637064.03,Reliance Retail,0,1175,68.46,4603.14,0,8.74,5.85,15,78.92,2025-01-20
9154,Jodhpur,Manufacturing,Business Development,"CRM, Market Analysis, Sales",Entry-Level,300000.0,Others,1371,1334,55.98,1928.93,0,5.3,7.41,15,63.5,2024-09-14
9155,Vijayawada,Tech,Data Science,"SQL, Statistics",Mid-Level,1235983.43,Reliance Retail,2680,843,89.31,1036.48,1,3.84,4.78,12,98.03,2023-07-28
9156,Vadodara,Education,Operations,"Operations Management, Excel, Logistics",Entry-Level,300000.0,Reliance Retail,680,1025,59.67,3710.07,0,3.44,8.43,17,85.67,2024-02-09
9157,Raipur,Pharma,Engineering,"Python, Java, SQL, Project Management",Entry-Level,368524.12,Reliance Retail,1604,1854,53.12,7936.69,0,4.22,10.72,14,94.68,2023-06-17
9158,Vadodara,Pharma,Data Science,"Data Visualization, Statistics",Internship,300000.0,Others,1912,1525,57.74,3497.55,0,4.29,11.11,18,68.15,2024-08-29
9159,Madurai,Healthcare,Data Science,"Python, Statistics, SQL",Entry-Level,363865.98,Reliance Retail,586,1764,66.86,1060.83,0,6.15,7.72,16,80.85,2025-02-12
9160,Raipur,Manufacturing,Others,"English, Customer Service, MS Office",Mid-Level,774078.31,Reliance Retail,442,1024,71.08,6109.83,0,5.97,7.3,13,93.5,2025-02-10
9161,Agra,Education,AI/ML,"Python, TensorFlow, Deep Learning",Senior-Level,1478409.93,Reliance Retail,977,1444,59.54,4888.46,0,8.79,5.39,9,77.39,2023-09-22
9162,Raipur,Finance,Business Development,"CRM, Sales, Market Analysis",Entry-Level,509598.07,Others,369,1426,56.63,9752.53,0,2.6,6.49,13,82.74,2024-06-15
9163,Ranchi,Education,Retail,"Customer Service, English",Internship,300000.0,Others,1552,799,60.04,6053.75,0,7.95,10.82,21,91.99,2023-03-23
9164,Visakhapatnam,Pharma,Data Science,"Data Visualization, Statistics",Entry-Level,300000.0,Others,3561,793,84.97,2831.24,1,7.15,3.35,14,82.1,2024-02-19
9165,Ranchi,Education,Business Development,"Sales, Market Analysis, CRM",Entry-Level,300000.0,Reliance Retail,1411,1194,74.37,5905.12,0,2.11,5.87,21,85.79,2023-08-26
9166,Nashik,Others,Operations,"Operations Management, Logistics, Excel",Entry-Level,300000.0,Reliance Retail,967,1309,72.99,4468.37,1,10.04,7.25,5,67.39,2024-09-01
9167,Ranchi,Retail,Retail,"Customer Service, English, MS Office",Internship,300000.0,Reliance Retail,1088,1207,51.17,7117.04,0,4.19,10.19,33,72.54,2023-12-07
9168,Visakhapatnam,Tech,Engineering,"Project Management, Python, Java, SQL",Mid-Level,1382130.59,HCLTech,2644,0,87.99,1068.82,1,6.55,2.04,17,88.02,2024-09-27
9169,Vijayawada,Tech,AI/ML,"Deep Learning, TensorFlow",Entry-Level,610636.85,Others,2811,572,82.48,4608.94,1,5.36,4.09,14,63.19,2024-02-29
9170,Nashik,Others,Business Development,"Sales, Market Analysis, CRM",Mid-Level,856146.69,Others,371,2053,69.16,1985.23,1,10.84,6.18,12,65.77,2023-09-21
9171,Vijayawada,Tech,Engineering,"Project Management, Java, SQL, Python",Senior-Level,1529321.84,HCLTech,2821,0,84.88,4088.38,1,5.94,3.53,6,69.0,2024-05-16
9172,Agra,Others,AI/ML,"Deep Learning, TensorFlow, Python",Mid-Level,869294.98,Others,1170,1097,70.8,1334.35,0,8.38,7.53,8,84.76,2024-10-12
9173,Madurai,Healthcare,Data Science,"SQL, Data Visualization",Mid-Level,921216.33,Others,1109,1445,74.46,1879.53,0,9.31,6.61,23,95.95,2025-01-11
9174,Nashik,Others,Business Development,"CRM, Sales, Market Analysis",Senior-Level,1215562.0,Reliance Retail,1537,2303,68.63,3656.81,1,14.73,6.62,18,73.38,2024-04-14
9175,Vadodara,Finance,Operations,"Excel, Logistics, Operations Management",Internship,300000.0,Reliance Retail,495,1266,62.98,4723.81,0,8.35,6.09,10,96.36,2023-12-10
