Sales_ID,Sale_Date,Vehicle_Type,Price_Range,Sales_Volume,Region,State,Income_Level,Monsoon_Index,Repo_Rate,Inventory_Days,Export_Flag,Export_Region,Fuel_Type,Emission_Norm,Discount_Percentage,Consumer_Sentiment,Supply_Chain_Disruption,Festive_Season,Vehicle_Model
7754,2025-04-13,SUV,Mid-Range (₹10L-₹20L),579,Rural,Tamil Nadu,Low,87.63,4.76,44,False,,Petrol,BS6,7.49,37.87,False,False,Hyundai Creta
7755,2025-06-13,Passenger Car,Entry-Level (<₹10L),348,Urban,Punjab,Medium,,5.2,60,False,,Diesel,BS6,13.66,91.44,False,False,Tata Punch
7756,2025-05-27,Motorcycle,Mid-Range (₹10L-₹20L),468,Semi-Urban,Gujarat,Low,,4.67,37,True,Japan,Hybrid,BS6,6.93,43.93,False,False,Bajaj Pulsar
7757,2025-05-10,SUV,Mid-Range (₹10L-₹20L),267,Urban,Haryana,Medium,,5.34,18,False,,Petrol,BS6,8.57,79.88,False,False,Kia Seltos
7758,2025-06-19,Motorcycle,Entry-Level (<₹10L),121,Semi-Urban,Assam,Low,,5.34,89,False,,Petrol,BS6,5.07,33.45,False,False,Hero Splendor
7759,2025-05-15,Scooter,Entry-Level (<₹10L),75,Rural,Maharashtra,Low,82.16,5.16,36,True,Latin America,Petrol,BS6,17.64,55.87,False,False,Bajaj Chetak
7760,2025-05-05,Motorcycle,Entry-Level (<₹10L),99,Rural,Kerala,Low,89.66,5.06,50,False,,Petrol,BS6,16.02,61.98,False,False,Royal Enfield Classic 350
7761,2025-04-03,Scooter,Mid-Range (₹10L-₹20L),204,Urban,Kerala,High,,4.6,52,False,,Petrol,BS6,9.99,95.79,False,False,Suzuki Access
7762,2025-04-05,SUV,Premium (>₹20L),784,Rural,Bihar,Low,68.99,5.07,36,False,,Diesel,BS6,2.14,54.05,False,False,Mahindra Thar
7763,2025-06-29,SUV,Mid-Range (₹10L-₹20L),793,Urban,Karnataka,Low,,4.3,42,True,Middle East,Diesel,BS6,2.89,64.69,False,True,MG Hector
7764,2025-04-11,SUV,Premium (>₹20L),445,Rural,Uttar Pradesh,Medium,68.78,4.81,35,True,Middle East,Diesel,BS6,9.03,44.28,False,False,Toyota Fortuner
7765,2025-06-10,SUV,Entry-Level (<₹10L),74,Urban,Gujarat,High,,3.89,36,False,,Hybrid,BS6,14.64,63.83,False,False,Hyundai Creta
7766,2025-05-26,SUV,Mid-Range (₹10L-₹20L),522,Rural,Uttar Pradesh,Low,67.87,4.57,31,False,,Petrol,BS6,2.63,53.35,False,False,Mahindra Thar
7767,2025-04-10,Motorcycle,Entry-Level (<₹10L),103,Urban,Tamil Nadu,High,,4.72,85,False,,Petrol,BS6,17.72,90.37,False,False,Bajaj Pulsar
7768,2025-05-04,Passenger Car,Entry-Level (<₹10L),95,Urban,Uttar Pradesh,Medium,,5.6,85,False,,Petrol,BS6,17.69,80.97,False,False,Renault Kwid
7769,2025-06-06,Motorcycle,Mid-Range (₹10L-₹20L),52,Semi-Urban,Uttar Pradesh,Low,,3.59,87,False,,Diesel,BS6,6.62,39.83,False,False,Bajaj Pulsar
7770,2025-06-11,Passenger Car,Entry-Level (<₹10L),185,Urban,Madhya Pradesh,Medium,,4.18,28,False,,Diesel,BS6,17.44,81.53,False,False,Hyundai i20
7771,2025-05-01,Scooter,Premium (>₹20L),203,Rural,Delhi,Medium,88.28,4.66,56,True,Others,Diesel,BS6,9.6,31.98,False,False,Honda Activa
7772,2025-06-14,SUV,Mid-Range (₹10L-₹20L),995,Urban,Haryana,High,,4.05,17,False,,Petrol,BS6,2.67,76.41,False,False,Tata Nexon
7773,2025-06-10,Passenger Car,Entry-Level (<₹10L),157,Urban,Gujarat,Medium,,4.95,76,False,,Diesel,BS6,13.98,84.7,False,False,Maruti Swift
7774,2025-06-05,Motorcycle,Entry-Level (<₹10L),165,Urban,Bihar,High,,4.81,33,True,Middle East,Diesel,BS6,5.57,71.37,False,False,Bajaj Pulsar
7775,2025-06-09,Motorcycle,Entry-Level (<₹10L),97,Urban,Tamil Nadu,Low,,4.29,56,False,,Petrol,BS6,11.92,71.7,False,False,TVS Apache
7776,2025-05-11,Motorcycle,Entry-Level (<₹10L),265,Urban,Odisha,Medium,,4.47,44,False,,Diesel,BS6,18.1,63.28,False,False,TVS Apache
7777,2025-06-02,Motorcycle,Mid-Range (₹10L-₹20L),296,Urban,Karnataka,Medium,,5.98,34,True,Middle East,Diesel,BS6,1.62,75.78,False,False,KTM Duke 200
7778,2025-05-02,Motorcycle,Mid-Range (₹10L-₹20L),272,Rural,West Bengal,Low,72.27,5.19,32,False,,Diesel,BS6,9.12,66.75,False,False,TVS Apache
7779,2025-04-20,SUV,Mid-Range (₹10L-₹20L),553,Urban,Karnataka,Medium,,5.68,17,False,,Diesel,BS6,4.12,89.98,False,False,Mahindra Thar
7780,2025-05-27,SUV,Mid-Range (₹10L-₹20L),527,Semi-Urban,Punjab,High,,4.55,38,True,Others,Diesel,BS6,0.85,39.28,False,False,Tata Nexon
7781,2025-05-20,SUV,Mid-Range (₹10L-₹20L),964,Semi-Urban,Punjab,Low,,4.77,21,False,,Petrol,BS6,2.36,64.16,False,False,Mahindra Thar
7782,2025-06-19,Passenger Car,Entry-Level (<₹10L),142,Rural,Kerala,Medium,93.39,4.56,40,False,,Electric,BS6,19.91,52.15,False,False,Renault Kwid
7783,2025-04-25,Passenger Car,Entry-Level (<₹10L),48,Urban,Odisha,High,,4.33,50,True,Japan,Petrol,BS6,12.25,79.86,False,False,Hyundai i20
7784,2025-04-12,Motorcycle,Entry-Level (<₹10L),175,Urban,Rajasthan,High,,4.86,95,False,,Petrol,BS6,14.36,80.62,False,False,Royal Enfield Classic 350
7785,2025-06-10,Motorcycle,Entry-Level (<₹10L),150,Semi-Urban,Assam,Low,,6.11,97,False,,Petrol,BS6,19.72,48.6,False,False,TVS Apache
7786,2025-05-09,Passenger Car,Mid-Range (₹10L-₹20L),453,Urban,Odisha,Medium,,5.06,66,False,,Petrol,BS6,3.41,97.82,False,False,Maruti Alto
7787,2025-04-17,SUV,Mid-Range (₹10L-₹20L),972,Urban,Gujarat,Medium,,5.03,33,False,,Petrol,BS6,9.5,69.64,False,False,MG Hector
7788,2025-05-15,Motorcycle,Entry-Level (<₹10L),77,Rural,Delhi,Low,52.07,4.98,76,True,Japan,Petrol,BS6,9.3,48.86,False,False,KTM Duke 200
7789,2025-04-11,Scooter,Entry-Level (<₹10L),87,Urban,Gujarat,Medium,,5.05,50,False,,Petrol,BS6,13.68,96.59,False,False,TVS Jupiter
7790,2025-06-09,SUV,Mid-Range (₹10L-₹20L),250,Urban,Delhi,Low,,4.97,10,False,,Diesel,BS6,9.69,63.41,False,False,Mahindra Thar
7791,2025-04-23,Motorcycle,Entry-Level (<₹10L),114,Urban,Kerala,High,,4.43,25,False,,Hybrid,BS6,7.68,70.51,False,False,Royal Enfield Classic 350
7792,2025-06-09,Passenger Car,Mid-Range (₹10L-₹20L),557,Urban,Madhya Pradesh,Medium,,5.07,68,False,,Petrol,BS6,6.42,76.34,False,False,Maruti Swift
7793,2025-05-08,Scooter,Mid-Range (₹10L-₹20L),265,Semi-Urban,Delhi,Medium,,4.41,29,False,,Diesel,BS6,5.67,55.27,False,False,TVS Jupiter
7794,2025-04-02,Motorcycle,Mid-Range (₹10L-₹20L),104,Rural,Kerala,Medium,62.22,4.8,70,False,,Petrol,BS6,0.69,47.47,False,False,TVS Apache
7795,2025-06-25,SUV,Mid-Range (₹10L-₹20L),481,Urban,Punjab,Medium,,4.67,45,False,,Hybrid,BS6,6.73,60.62,False,True,Kia Seltos
7796,2025-06-23,Passenger Car,Entry-Level (<₹10L),169,Semi-Urban,West Bengal,Medium,,4.71,21,False,,Petrol,BS6,10.55,45.31,False,True,Maruti Swift
7797,2025-06-28,SUV,Premium (>₹20L),214,Semi-Urban,Tamil Nadu,Low,,5.34,49,True,Middle East,Petrol,BS6,4.25,67.1,False,True,MG Hector
7798,2025-06-18,SUV,Mid-Range (₹10L-₹20L),447,Semi-Urban,Odisha,Low,,5.01,37,False,,Petrol,BS6,2.99,37.35,False,False,Hyundai Creta
7799,2025-06-11,Scooter,Entry-Level (<₹10L),235,Semi-Urban,Haryana,Low,,4.55,26,False,,Petrol,BS6,10.24,47.37,False,False,Suzuki Access
7800,2025-05-07,Motorcycle,Entry-Level (<₹10L),135,Urban,Gujarat,High,,5.77,64,True,Middle East,Electric,BS6,6.08,92.21,False,False,Royal Enfield Classic 350
7801,2025-05-19,Scooter,Entry-Level (<₹10L),185,Semi-Urban,Assam,Low,,4.66,45,False,,Petrol,BS6,9.19,42.89,False,False,Honda Activa
7802,2025-05-22,Passenger Car,Mid-Range (₹10L-₹20L),562,Urban,Rajasthan,Low,,3.77,77,False,,Petrol,BS6,9.81,80.65,False,False,Hyundai i20
7803,2025-05-03,Scooter,Premium (>₹20L),381,Urban,Odisha,Medium,,4.32,78,True,Latin America,Petrol,BS6,5.81,94.61,False,False,TVS Jupiter
7804,2025-04-22,Motorcycle,Entry-Level (<₹10L),45,Semi-Urban,Madhya Pradesh,Medium,,4.12,94,False,,Diesel,BS6,11.94,53.46,False,False,Royal Enfield Classic 350
7805,2025-04-05,Passenger Car,Entry-Level (<₹10L),343,Urban,Maharashtra,Medium,,4.68,61,False,,Petrol,BS6,8.69,89.33,False,False,Maruti Swift
7806,2025-04-18,Scooter,Entry-Level (<₹10L),22,Rural,Odisha,Low,73.4,4.96,98,True,Latin America,Diesel,BS6,16.16,55.51,False,False,TVS Jupiter
7807,2025-05-08,Motorcycle,Entry-Level (<₹10L),146,Urban,Bihar,High,,4.54,70,False,,Petrol,BS6,8.38,70.6,False,False,Bajaj Pulsar
7808,2025-05-07,SUV,Premium (>₹20L),294,Semi-Urban,Bihar,Medium,,4.22,30,False,,Diesel,BS6,8.91,40.78,False,False,Tata Nexon
7809,2025-06-03,Motorcycle,Mid-Range (₹10L-₹20L),317,Semi-Urban,Bihar,Low,,4.91,48,False,,Diesel,BS6,0.77,56.62,False,False,Bajaj Pulsar
7810,2025-04-10,Scooter,Entry-Level (<₹10L),291,Semi-Urban,Assam,Low,,4.12,98,True,Japan,Petrol,BS6,16.59,67.06,False,False,TVS Jupiter
7811,2025-06-18,Motorcycle,Entry-Level (<₹10L),216,Urban,Punjab,Low,,4.79,27,False,,Diesel,BS6,18.19,86.42,False,False,Royal Enfield Classic 350
7812,2025-05-12,Scooter,Premium (>₹20L),82,Rural,Maharashtra,Low,90.72,4.72,85,False,,Diesel,BS6,6.77,38.14,False,False,TVS Jupiter
7813,2025-05-18,SUV,Mid-Range (₹10L-₹20L),299,Urban,Gujarat,Medium,,4.24,33,False,,Petrol,BS6,1.23,67.26,False,False,Mahindra Thar
7814,2025-05-14,Scooter,Entry-Level (<₹10L),175,Urban,Haryana,Medium,,4.94,35,False,,Petrol,BS6,5.13,85.5,False,False,Bajaj Chetak
7815,2025-06-21,Scooter,Entry-Level (<₹10L),15,Rural,Punjab,Low,66.55,4.46,20,False,,Diesel,BS6,10.16,51.4,False,True,TVS Jupiter
7816,2025-06-26,Scooter,Mid-Range (₹10L-₹20L),256,Semi-Urban,Rajasthan,Low,,4.27,33,False,,Petrol,BS6,3.24,50.22,False,True,Suzuki Access
7817,2025-04-16,SUV,Mid-Range (₹10L-₹20L),922,Urban,Bihar,High,,4.78,31,False,,Diesel,BS6,7.13,70.13,False,False,Hyundai Creta
7818,2025-05-24,Scooter,Entry-Level (<₹10L),216,Semi-Urban,Madhya Pradesh,Medium,,4.75,38,False,,Diesel,BS6,12.33,38.55,False,False,Suzuki Access
7819,2025-05-05,Scooter,Entry-Level (<₹10L),19,Urban,Rajasthan,Medium,,4.19,33,True,Middle East,Petrol,BS6,17.95,77.67,False,False,Suzuki Access
7820,2025-04-28,Scooter,Entry-Level (<₹10L),40,Semi-Urban,Delhi,Medium,,5.05,57,False,,Hybrid,BS6,13.54,45.15,False,False,Suzuki Access
7821,2025-04-02,Passenger Car,Mid-Range (₹10L-₹20L),542,Urban,Tamil Nadu,High,,4.89,21,False,,Petrol,BS6,7.9,84.24,False,False,Maruti Alto
7822,2025-04-13,Scooter,Mid-Range (₹10L-₹20L),249,Semi-Urban,West Bengal,Low,,4.56,24,False,,Diesel,BS6,4.23,40.62,False,False,Bajaj Chetak
7823,2025-05-11,SUV,Mid-Range (₹10L-₹20L),572,Semi-Urban,Kerala,Medium,,4.97,12,True,Japan,Diesel,BS6,3.22,31.13,False,False,Mahindra Thar
7824,2025-06-19,Scooter,Mid-Range (₹10L-₹20L),339,Urban,Haryana,Medium,,4.33,52,True,Others,Diesel,BS6,0.18,88.64,False,False,Bajaj Chetak
7825,2025-05-29,SUV,Mid-Range (₹10L-₹20L),359,Semi-Urban,Assam,Medium,,5.28,38,False,,Petrol,BS6,4.24,35.1,False,False,Kia Seltos
7826,2025-06-08,Scooter,Entry-Level (<₹10L),83,Urban,Maharashtra,Medium,,5.22,75,False,,Petrol,BS6,7.73,67.6,False,False,Suzuki Access
7827,2025-05-23,Passenger Car,Entry-Level (<₹10L),182,Semi-Urban,Gujarat,Low,,4.71,54,False,,Petrol,BS6,12.16,40.8,False,False,Tata Punch
7828,2025-05-15,Scooter,Entry-Level (<₹10L),124,Urban,Delhi,High,,4.47,77,False,,Petrol,BS6,19.49,60.02,False,False,Bajaj Chetak
7829,2025-04-20,Motorcycle,Entry-Level (<₹10L),258,Urban,Kerala,Medium,,5.39,36,True,Middle East,Petrol,BS6,14.69,76.98,False,False,Bajaj Pulsar
7830,2025-04-24,Passenger Car,Mid-Range (₹10L-₹20L),466,Rural,Madhya Pradesh,Medium,60.46,5.56,85,False,,Petrol,BS6,8.86,48.04,False,False,Maruti Alto
7831,2025-05-31,Scooter,Mid-Range (₹10L-₹20L),389,Semi-Urban,Rajasthan,Medium,,4.58,98,False,,Petrol,BS6,4.82,42.21,False,False,Bajaj Chetak
7832,2025-05-28,Motorcycle,Entry-Level (<₹10L),245,Urban,Gujarat,Medium,,4.45,28,False,,Electric,BS6,8.45,64.22,False,False,KTM Duke 200
7833,2025-04-27,Motorcycle,Entry-Level (<₹10L),282,Urban,Uttar Pradesh,High,,4.24,67,False,,Petrol,BS6,12.67,64.59,False,False,KTM Duke 200
7834,2025-04-26,Passenger Car,Entry-Level (<₹10L),141,Urban,Odisha,Medium,,4.76,40,False,,Diesel,BS6,6.65,71.41,False,False,Renault Kwid
7835,2025-04-07,Motorcycle,Mid-Range (₹10L-₹20L),376,Semi-Urban,Bihar,Medium,,4.86,55,False,,Petrol,BS6,6.81,44.88,False,False,Hero Splendor
7836,2025-05-12,Motorcycle,Mid-Range (₹10L-₹20L),248,Urban,Tamil Nadu,Medium,,4.93,99,True,Others,Petrol,BS6,0.89,79.4,False,False,Royal Enfield Classic 350
7837,2025-05-17,Passenger Car,Mid-Range (₹10L-₹20L),486,Urban,Gujarat,Low,,5.36,37,False,,Petrol,BS6,7.52,62.83,False,False,Maruti Alto
7838,2025-05-23,SUV,Premium (>₹20L),715,Urban,Uttar Pradesh,Medium,,4.67,36,False,,Diesel,BS6,8.8,62.22,False,False,Kia Seltos
7839,2025-05-29,SUV,Entry-Level (<₹10L),278,Rural,Uttar Pradesh,Medium,67.42,4.72,24,True,Others,Petrol,BS6,6.58,62.25,False,False,Tata Nexon
7840,2025-05-08,Passenger Car,Entry-Level (<₹10L),101,Semi-Urban,Karnataka,Low,,5.34,46,False,,Petrol,BS6,16.68,47.81,False,False,Tata Punch
7841,2025-06-08,Motorcycle,Entry-Level (<₹10L),155,Semi-Urban,Rajasthan,Low,,5.62,73,False,,Petrol,BS6,6.61,64.52,False,False,KTM Duke 200
7842,2025-06-26,SUV,Mid-Range (₹10L-₹20L),373,Semi-Urban,Karnataka,Medium,,4.4,39,False,,Petrol,BS6,0.65,49.81,False,True,Hyundai Creta
7843,2025-05-23,Scooter,Entry-Level (<₹10L),194,Semi-Urban,Karnataka,Low,,4.94,72,False,,Diesel,BS6,11.56,49.69,False,False,TVS Jupiter
7844,2025-04-15,Passenger Car,Entry-Level (<₹10L),390,Urban,Odisha,Medium,,4.96,50,False,,Petrol,BS6,8.29,79.69,False,False,Hyundai i20
7845,2025-04-26,Scooter,Mid-Range (₹10L-₹20L),85,Urban,Gujarat,Medium,,5.06,51,False,,Petrol,BS6,5.5,74.94,False,False,Suzuki Access
7846,2025-05-18,SUV,Mid-Range (₹10L-₹20L),301,Rural,Delhi,Medium,59.26,4.42,16,False,,Electric,BS6,0.1,30.94,False,False,Tata Nexon
7847,2025-04-19,Motorcycle,Entry-Level (<₹10L),238,Urban,Uttar Pradesh,Medium,,4.84,25,True,Middle East,Petrol,BS6,5.33,83.62,False,False,TVS Apache
7848,2025-04-09,Motorcycle,Entry-Level (<₹10L),33,Semi-Urban,Tamil Nadu,Medium,,4.63,75,False,,Diesel,BS6,6.38,59.7,False,False,Hero Splendor
7849,2025-06-03,Motorcycle,Entry-Level (<₹10L),24,Urban,Kerala,Medium,,5.38,80,False,,Electric,BS6,14.09,61.08,False,False,Bajaj Pulsar
7850,2025-05-24,Motorcycle,Entry-Level (<₹10L),234,Rural,Uttar Pradesh,Medium,91.51,4.54,68,False,,Diesel,BS6,15.4,46.09,False,False,Hero Splendor
7851,2025-05-21,SUV,Mid-Range (₹10L-₹20L),92,Rural,Uttar Pradesh,Low,72.54,4.65,49,False,,Petrol,BS6,1.78,44.04,False,False,Hyundai Creta
7852,2025-05-09,Motorcycle,Premium (>₹20L),224,Semi-Urban,West Bengal,Low,,5.4,65,False,,Petrol,BS4,3.93,60.85,False,False,KTM Duke 200
7853,2025-04-04,Scooter,Mid-Range (₹10L-₹20L),158,Urban,Karnataka,High,,4.69,84,False,,Diesel,BS6,4.01,66.12,False,False,Suzuki Access
7854,2025-04-03,Motorcycle,Entry-Level (<₹10L),149,Rural,Assam,Medium,62.99,4.7,53,False,,Petrol,BS6,5.4,46.66,False,False,Hero Splendor
7855,2025-06-03,Motorcycle,Entry-Level (<₹10L),234,Urban,Odisha,Medium,,4.14,58,False,,Diesel,BS6,11.63,80.69,False,False,Bajaj Pulsar
7856,2025-04-29,Passenger Car,Entry-Level (<₹10L),258,Urban,Maharashtra,High,,4.72,97,False,,Electric,BS6,7.14,94.9,False,False,Tata Punch
7857,2025-04-11,Motorcycle,Entry-Level (<₹10L),28,Urban,Delhi,High,,4.41,28,False,,Diesel,BS6,9.11,96.7,False,False,TVS Apache
7858,2025-05-28,Motorcycle,Entry-Level (<₹10L),52,Semi-Urban,Maharashtra,Low,,4.36,78,False,,Diesel,BS6,17.28,45.55,False,False,Hero Splendor
7859,2025-06-14,Passenger Car,Entry-Level (<₹10L),120,Semi-Urban,Uttar Pradesh,Low,,4.74,72,False,,Diesel,BS6,8.38,61.83,False,False,Tata Punch
7860,2025-04-27,Scooter,Premium (>₹20L),255,Semi-Urban,Karnataka,Medium,,5.17,90,False,,Petrol,BS6,5.84,61.41,False,False,Suzuki Access
7861,2025-04-21,Motorcycle,Entry-Level (<₹10L),194,Urban,Assam,Low,,5.31,78,False,,Diesel,BS6,14.72,98.88,False,False,Bajaj Pulsar
7862,2025-05-09,SUV,Entry-Level (<₹10L),322,Rural,Odisha,High,98.16,4.6,44,False,,Petrol,BS6,13.93,61.53,False,False,Tata Nexon
7863,2025-05-16,SUV,Mid-Range (₹10L-₹20L),122,Urban,Karnataka,Medium,,5.01,47,False,,Petrol,BS6,9.26,79.2,False,False,Kia Seltos
7864,2025-06-05,SUV,Entry-Level (<₹10L),294,Urban,Rajasthan,High,,5.08,31,False,,Petrol,BS6,14.64,86.95,False,False,Toyota Fortuner
7865,2025-05-06,Scooter,Entry-Level (<₹10L),133,Urban,Assam,Medium,,4.59,62,False,,Petrol,BS6,10.71,83.68,False,False,Honda Activa
7866,2025-06-14,SUV,Premium (>₹20L),687,Semi-Urban,Tamil Nadu,Low,,4.36,30,False,,Petrol,BS4,5.41,68.94,False,False,Toyota Fortuner
7867,2025-06-21,Scooter,Mid-Range (₹10L-₹20L),151,Rural,Haryana,Low,70.91,4.73,82,False,,Petrol,BS6,5.63,55.35,False,True,Suzuki Access
7868,2025-06-04,Scooter,Entry-Level (<₹10L),200,Urban,Kerala,High,,4.57,93,False,,Diesel,BS6,5.71,87.8,False,False,Bajaj Chetak
7869,2025-06-02,Motorcycle,Entry-Level (<₹10L),221,Semi-Urban,Bihar,Medium,,4.34,59,False,,Petrol,BS6,12.23,40.34,False,False,KTM Duke 200
7870,2025-05-05,SUV,Mid-Range (₹10L-₹20L),751,Semi-Urban,Assam,Medium,,4.43,25,False,,Diesel,BS6,6.49,61.71,False,False,Hyundai Creta
7871,2025-05-01,Motorcycle,Entry-Level (<₹10L),214,Urban,Kerala,Medium,,4.52,57,False,,Petrol,BS6,12.14,99.99,False,False,TVS Apache
7872,2025-04-28,Passenger Car,Mid-Range (₹10L-₹20L),285,Urban,Tamil Nadu,High,,5.15,44,False,,Petrol,BS6,5.94,61.4,False,False,Maruti Swift
7873,2025-04-01,Passenger Car,Entry-Level (<₹10L),166,Rural,Rajasthan,Low,89.39,4.15,67,False,,Petrol,BS6,6.09,56.35,False,False,Maruti Alto
7874,2025-04-25,SUV,Mid-Range (₹10L-₹20L),293,Urban,Gujarat,Medium,,4.21,22,False,,Petrol,BS6,8.24,70.87,False,False,Kia Seltos
7875,2025-05-13,Motorcycle,Mid-Range (₹10L-₹20L),371,Urban,Punjab,Low,,4.55,50,False,,Petrol,BS6,6.36,66.53,False,False,Royal Enfield Classic 350
7876,2025-06-23,SUV,Mid-Range (₹10L-₹20L),812,Semi-Urban,Karnataka,Low,,4.4,38,False,,Petrol,BS6,2.81,45.2,False,True,MG Hector
7877,2025-06-06,Passenger Car,Entry-Level (<₹10L),290,Rural,Gujarat,Low,90.34,3.68,25,False,,Petrol,BS6,6.55,64.97,False,False,Hyundai i20
7878,2025-06-02,Scooter,Mid-Range (₹10L-₹20L),261,Semi-Urban,Gujarat,Medium,,4.5,25,False,,Hybrid,BS6,1.67,38.46,False,False,Suzuki Access
7879,2025-05-21,SUV,Mid-Range (₹10L-₹20L),608,Semi-Urban,Tamil Nadu,Medium,,5.02,32,False,,Petrol,BS6,9.51,44.98,False,False,Hyundai Creta
7880,2025-04-02,Motorcycle,Mid-Range (₹10L-₹20L),135,Urban,Madhya Pradesh,Medium,,5.04,77,True,Latin America,Electric,BS6,8.12,66.85,False,False,Royal Enfield Classic 350
7881,2025-06-21,SUV,Mid-Range (₹10L-₹20L),252,Urban,Kerala,Medium,,4.79,46,False,,Diesel,BS6,9.23,77.66,False,True,Hyundai Creta
7882,2025-06-03,Scooter,Entry-Level (<₹10L),188,Urban,Rajasthan,Medium,,5.05,25,False,,Diesel,BS6,18.82,62.52,False,False,Honda Activa
7883,2025-06-13,Motorcycle,Entry-Level (<₹10L),204,Rural,Uttar Pradesh,Medium,97.29,5.27,73,False,,Electric,BS6,8.02,32.12,False,False,Bajaj Pulsar
7884,2025-06-08,SUV,Mid-Range (₹10L-₹20L),683,Urban,West Bengal,Medium,,4.57,39,False,,Petrol,BS6,8.23,97.1,False,False,Tata Nexon
7885,2025-04-09,Motorcycle,Entry-Level (<₹10L),145,Semi-Urban,Maharashtra,Medium,,4.23,76,False,,Petrol,BS6,11.73,68.25,False,False,KTM Duke 200
7886,2025-04-02,SUV,Mid-Range (₹10L-₹20L),994,Semi-Urban,Karnataka,Low,,4.52,23,False,,Petrol,BS6,8.38,32.34,False,False,Kia Seltos
7887,2025-05-04,SUV,Premium (>₹20L),527,Urban,Rajasthan,Medium,,5.47,27,True,Others,Electric,BS6,0.09,62.1,False,False,Toyota Fortuner
7888,2025-05-30,Motorcycle,Entry-Level (<₹10L),138,Urban,Tamil Nadu,Low,,5.29,95,False,,Petrol,BS6,11.63,69.17,False,False,Hero Splendor
7889,2025-05-31,SUV,Mid-Range (₹10L-₹20L),874,Semi-Urban,Haryana,Medium,,4.42,21,False,,Diesel,BS6,2.17,53.9,False,False,Mahindra Thar
7890,2025-05-01,SUV,Entry-Level (<₹10L),298,Rural,Rajasthan,Medium,78.1,4.94,13,False,,Diesel,BS6,13.48,62.22,False,False,Kia Seltos
7891,2025-04-10,SUV,Mid-Range (₹10L-₹20L),262,Rural,Rajasthan,Low,74.18,4.74,26,False,,Petrol,BS6,8.0,66.2,False,False,Hyundai Creta
7892,2025-06-15,Passenger Car,Entry-Level (<₹10L),383,Urban,Tamil Nadu,Medium,,4.45,97,False,,Petrol,BS6,17.18,88.79,False,False,Hyundai i20
7893,2025-05-06,Motorcycle,Entry-Level (<₹10L),18,Semi-Urban,Delhi,Medium,,4.83,96,False,,Petrol,BS6,5.69,37.81,False,False,Hero Splendor
7894,2025-06-24,Passenger Car,Entry-Level (<₹10L),169,Rural,Punjab,Low,93.29,5.24,49,False,,Electric,BS6,18.01,32.37,False,True,Maruti Alto
7895,2025-05-19,Motorcycle,Mid-Range (₹10L-₹20L),446,Rural,Madhya Pradesh,Low,72.26,4.36,57,True,Japan,Diesel,BS6,4.11,36.59,False,False,KTM Duke 200
7896,2025-06-09,Scooter,Entry-Level (<₹10L),25,Rural,Madhya Pradesh,Low,65.1,5.22,76,True,Japan,Petrol,BS6,6.04,34.91,False,False,TVS Jupiter
7897,2025-05-19,Motorcycle,Entry-Level (<₹10L),70,Rural,Kerala,Low,52.97,3.65,91,False,,Petrol,BS6,17.7,36.09,False,False,KTM Duke 200
7898,2025-04-03,Motorcycle,Mid-Range (₹10L-₹20L),128,Semi-Urban,Kerala,Low,,4.91,52,True,Latin America,Diesel,BS6,8.19,45.9,False,False,TVS Apache
7899,2025-06-13,SUV,Mid-Range (₹10L-₹20L),170,Semi-Urban,Tamil Nadu,Medium,,4.26,42,False,,Diesel,BS6,6.3,44.49,False,False,Mahindra Thar
7900,2025-04-05,Scooter,Mid-Range (₹10L-₹20L),102,Urban,Karnataka,Medium,,5.06,88,True,Middle East,Diesel,BS6,0.81,82.73,False,False,TVS Jupiter
7901,2025-06-29,Passenger Car,Entry-Level (<₹10L),283,Semi-Urban,Karnataka,Medium,,5.1,29,False,,Electric,BS6,17.44,61.31,False,True,Tata Punch
7902,2025-05-31,Scooter,Mid-Range (₹10L-₹20L),319,Urban,Delhi,High,,4.38,47,False,,Petrol,BS6,6.5,98.77,False,False,Honda Activa
7903,2025-06-24,SUV,Premium (>₹20L),737,Urban,Delhi,Low,,4.86,16,False,,Electric,BS6,4.88,60.52,False,True,Kia Seltos
7904,2025-06-29,SUV,Entry-Level (<₹10L),490,Semi-Urban,Madhya Pradesh,High,,4.73,28,False,,Hybrid,BS4,10.08,63.82,False,True,Mahindra Thar
7905,2025-04-26,Scooter,Entry-Level (<₹10L),131,Rural,Tamil Nadu,Low,67.42,4.43,54,False,,Electric,BS6,15.61,36.04,False,False,TVS Jupiter
7906,2025-06-11,Passenger Car,Entry-Level (<₹10L),455,Urban,Uttar Pradesh,Medium,,4.33,93,False,,Hybrid,BS6,17.78,78.14,False,False,Maruti Swift
7907,2025-04-05,Scooter,Entry-Level (<₹10L),211,Urban,Kerala,Low,,5.0,71,False,,Diesel,BS6,12.84,97.61,False,False,Honda Activa
7908,2025-04-15,Motorcycle,Entry-Level (<₹10L),182,Urban,Uttar Pradesh,High,,4.44,63,False,,Electric,BS6,7.91,73.7,False,False,Hero Splendor
7909,2025-04-16,Scooter,Mid-Range (₹10L-₹20L),320,Urban,Tamil Nadu,High,,4.52,56,True,Japan,Diesel,BS6,1.76,62.54,False,False,Bajaj Chetak
7910,2025-04-01,Scooter,Entry-Level (<₹10L),126,Semi-Urban,Odisha,Medium,,4.59,64,False,,Hybrid,BS6,9.21,51.13,False,False,Suzuki Access
